iter	RMSE
960	0.2115477586
961	0.2114296429
962	0.2112282463
963	0.2109886494
964	0.2108959691
965	0.2108293207
966	0.2107509329
967	0.2105741787
968	0.2102755612
969	0.2101380649
970	0.2099881298
971	0.2098034471
972	0.2097335978
973	0.2096761218
974	0.2095587117
975	0.2094325979
976	0.2091335685
977	0.2089220993
978	0.2088583045
979	0.2087430393
980	0.2086069175
981	0.2083567952
982	0.2082762961
983	0.2079989364
984	0.2078223249
985	0.2076813478
986	0.2075541326
987	0.2074604569
988	0.2073567008
989	0.2072254977
990	0.2071158138
991	0.2070779943
992	0.2068611224
993	0.2067264989
994	0.2066610792
995	0.2064983995
996	0.2064337476
997	0.2063016244
998	0.2062427166
999	0.2060017798
1000	0.205813258
1001	0.2056055725
1002	0.2055164428
1003	0.2054176435
1004	0.2051811337
1005	0.2049424257
1006	0.2048804308
1007	0.2048228743
1008	0.2046542522
1009	0.2045659399
1010	0.2044095286
1011	0.2043467799
1012	0.204072054
1013	0.2039208701
1014	0.2038087609
1015	0.2036452307
1016	0.203506126
1017	0.2034168281
1018	0.2032867135
1019	0.203182653
1020	0.2031066277
1021	0.2029607601
1022	0.2028647102
1023	0.2027638
1024	0.2026623566
1025	0.2024676068
1026	0.2022427232
1027	0.202102071
1028	0.2019422093
1029	0.2018461557
1030	0.2017327072
1031	0.2016651201
1032	0.2015683012
1033	0.2014580366
1034	0.2013652827
1035	0.2011631969
1036	0.2009636873
1037	0.200858839
1038	0.2007600414
1039	0.2006410316
1040	0.2005276699
1041	0.2004707819
1042	0.2004242973
1043	0.2003032766
1044	0.2001384571
1045	0.1999914069
1046	0.1996843798
1047	0.1996036423
1048	0.1994952519
1049	0.1994119113
1050	0.199193206
1051	0.1990218073
1052	0.1989031116
1053	0.1986923989
1054	0.198650889
1055	0.1985839321
1056	0.1984474849
1057	0.1983361774
1058	0.1981950171
1059	0.1981259278
1060	0.1979271956
1061	0.1978248722
1062	0.1976946559
1063	0.1975186623
1064	0.1973925046
1065	0.1972897462
1066	0.1971893454
1067	0.1970928991
1068	0.1969764825
1069	0.1968108421
1070	0.1966859088
1071	0.1966037706
1072	0.1965396701
1073	0.1963362762
1074	0.1962335691
1075	0.1960355151
1076	0.1959361135
1077	0.1958556492
1078	0.1957086396
1079	0.1955171569
1080	0.1953614903
1081	0.1952693973
1082	0.1951759546
1083	0.1951357061
1084	0.1950391321
1085	0.1949452875
1086	0.1948015864
1087	0.1946927574
1088	0.1944460279
1089	0.194396826
1090	0.1942912013
1091	0.1941560029
1092	0.1940577822
1093	0.1939805715
1094	0.1939005951
1095	0.1937845005
1096	0.1936712789
1097	0.1934816349
1098	0.1933664852
1099	0.1932906724
1100	0.1932181
1101	0.1930818707
1102	0.1929016083
1103	0.192762793
1104	0.1926037377
1105	0.1925108187
1106	0.1924230775
1107	0.1923780422
1108	0.1923019717
1109	0.1921101781
1110	0.1919398335
1111	0.1918121366
1112	0.1916983305
1113	0.1916117419
1114	0.1915393614
1115	0.191474248
1116	0.1913830441
1117	0.1912769241
1118	0.1911803693
1119	0.190948217
1120	0.1908763919
1121	0.1907937388
1122	0.1906157968
1123	0.19049319
1124	0.190355492
1125	0.1902411483
1126	0.1900664869
1127	0.1899477194
1128	0.1897120537
1129	0.1895338554
1130	0.1893835254
1131	0.189269417
1132	0.18910844
1133	0.1890248073
1134	0.1889489839
1135	0.1886772128
1136	0.1885332494
1137	0.1883577921
1138	0.1882839343
1139	0.1881958422
1140	0.1880719676
1141	0.1879138755
1142	0.187812751
1143	0.1876936839
1144	0.1875397911
1145	0.1874227237
1146	0.1873300015
1147	0.187204921
1148	0.1870979924
1149	0.1870197133
1150	0.1868847404
1151	0.1867084069
1152	0.1865654698
1153	0.1865021263
1154	0.1864642664
1155	0.1863358694
1156	0.1861871312
1157	0.186158932
1158	0.1860194688
1159	0.1857834784
1160	0.1856702455
1161	0.1855163098
1162	0.1853868822
1163	0.1853412606
1164	0.1852589934
1165	0.1851584778
1166	0.1850468074
1167	0.1849213934
1168	0.1848252256
1169	0.1847731797
1170	0.1845473763
1171	0.1844053751
1172	0.1843010669
1173	0.1842279855
1174	0.1841468255
1175	0.1840363799
1176	0.1839629516
1177	0.1839104125
1178	0.1837696741
1179	0.1837198225
1180	0.1835614616
1181	0.183365102
1182	0.1832956126
1183	0.1832402147
1184	0.1831204232
1185	0.1829665495
1186	0.1828899179
1187	0.1827450721
1188	0.1826542008
1189	0.1824965536
1190	0.1824196076
1191	0.1823750994
1192	0.1823142402
1193	0.1822016417
1194	0.1821352694
1195	0.1819589804
1196	0.181839212
1197	0.1816760074
1198	0.1815794659
1199	0.1814539183
